genes,symbol,HNSC_logFC,HNSC_AveExpr,HNSC_t,HNSC_P.Value,HNSC_adj.P.Val,HNSC_B,HNSC_stdev,KIRP_logFC,KIRP_AveExpr,KIRP_t,KIRP_P.Value,KIRP_adj.P.Val,KIRP_B,KIRP_stdev,LIHC_logFC,LIHC_AveExpr,LIHC_t,LIHC_P.Value,LIHC_adj.P.Val,LIHC_B,LIHC_stdev
ENSG00000100014.20,SPECC1L,-0.492001717,3.752139131,-1.543191525,0.124007298,0.316362222,-4.898701505,0.676970258,0.066673398,3.416538682,0.192598542,0.847968687,0.977552428,-4.9302097,0.463682989,-0.426416107,3.606507227,-1.962907901,0.051027287,0.134882812,-4.321574822,0.258187546
ENSG00000100023.19,PPIL2,-1.066139902,4.190314861,-3.046956611,0.002551089,0.074427215,-1.709058518,0.538441445,-0.207756267,4.111283553,-0.663090477,0.509987227,0.921965021,-4.853844467,0.381069805,-0.871025759,3.580319103,-3.135149593,0.001973205,0.018133378,-1.529826941,0.296877812
ENSG00000100028.12,SNRPD3,-0.62925956,5.071363857,-1.497418796,0.135504065,0.330815929,-5.066076545,0.383274272,-0.253227054,4.535810289,-0.597616465,0.552499866,0.925043897,-4.887748148,0.594975275,-0.636542901,4.552157242,-2.474452003,0.014166699,0.057973056,-3.293036291,0.422690164
ENSG00000100029.18,PES1,0.715318163,6.415717243,2.568593254,0.010773256,0.117655901,-3.074261698,0.394844776,0.044591593,5.480612049,0.145708852,0.884673349,0.981306539,-5.002350704,0.546629789,-0.045223814,5.47996946,-0.189751606,0.849693993,0.906599659,-6.208191529,0.325580569
ENSG00000100030.15,MAPK1,-0.702086098,6.329076625,-1.741928742,0.082710072,0.263294585,-4.742912899,0.457191492,-0.291790866,5.831909566,-0.768991059,0.445123073,0.911241318,-4.842793998,0.408316116,-1.20897224,5.200083758,-4.189864964,4.17E-05,0.003175492,1.901522473,0.288901612
ENSG00000100033.16,PRODH,-0.209943254,1.496352737,-0.263743584,0.792187585,0.872223734,-5.690897291,0.383767976,0.205711167,1.361810635,0.270288678,0.787929724,0.966850733,-4.730246407,0.418149056,-0.604343795,0.763881859,-0.91502961,0.361265224,0.517998752,-5.166544296,0.303742865
ENSG00000100034.14,PPM1F,-0.234904055,3.893946979,-0.692012837,0.489550221,0.656583375,-5.83044787,0.715274341,-0.635405678,3.236505033,-1.594287024,0.116488908,0.911241318,-4.328948139,0.483791259,-0.294125766,2.92828356,-1.223809231,0.22244733,0.370657172,-5.36981228,0.273084535
ENSG00000100055.21,CYTH4,-0.956003332,2.852943844,-1.281284793,0.201241567,0.400739203,-5.062018112,0.680969876,-1.139579376,2.949867747,-1.457206565,0.150632575,0.911241318,-4.436825578,0.472709496,-0.498677841,1.90379364,-1.346193637,0.179746264,0.320650998,-4.94995549,0.305210837
ENSG00000100056.12,ESS2,-0.061616523,3.79743828,-0.256961939,0.797412514,0.875279712,-6.028006099,0.636774096,0.036740141,3.380701082,0.124749554,0.901167623,0.984630179,-4.932969513,0.388984177,-0.014687797,2.864564057,-0.071832326,0.942806297,0.965510999,-6.095929426,0.490430169
ENSG00000100060.18,MFNG,0.312305007,3.23156803,0.518252191,0.604725514,0.746422384,-5.900445304,0.633431501,-1.37317016,3.586012515,-2.018494432,0.048328454,0.911241318,-4.022828132,0.536203063,-0.175395306,2.613088351,-0.623211034,0.533847666,0.673573138,-5.84037301,0.443984684
ENSG00000100065.15,CARD10,-1.040205821,4.686414753,-1.405190771,0.16116489,0.359375953,-5.141592811,0.520095409,0.196823443,4.755620996,0.377819974,0.706989624,0.950616686,-4.954938282,0.392723174,-0.348591608,4.05312653,-1.069656127,0.286048447,0.440777877,-5.635383235,0.268993765
ENSG00000100075.10,SLC25A1,0.036969558,6.96892488,0.113588317,0.909652295,0.944121389,-6.209213102,0.675356113,0.059671945,7.289388405,0.196724593,0.844753786,0.977151011,-5.01447106,0.703513836,-0.063597117,8.014064845,-0.283732056,0.776905832,0.858673271,-6.12760468,0.385360228
ENSG00000100079.7,LGALS2,-0.969637987,3.000085733,-1.059452219,0.290382575,0.485241597,-5.324761125,0.401261794,0.271279875,5.90502153,0.222620664,0.824639024,0.972627115,-4.999742988,0.425152083,-0.136982006,2.206022128,-0.259742135,0.795326779,0.870771874,-5.877349984,0.253573847
ENSG00000100083.19,GGA1,-0.012850939,4.234576406,-0.053188146,0.957623071,0.973548063,-6.101115303,0.674384607,-0.023693678,4.377256913,-0.071538499,0.94322353,0.990793535,-4.981512503,0.866774709,-0.30618015,3.709234945,-1.4087804,0.160434914,0.296579186,-5.216475747,0.26859784
ENSG00000100084.14,HIRA,0.25268983,3.240532452,0.963685064,0.336104257,0.525656795,-5.583657105,0.568364866,0.296951709,3.001811574,1.072096419,0.288265625,0.911241318,-4.640736635,0.386121023,-0.160987305,2.937691218,-0.81837798,0.41410411,0.568820973,-5.777768939,0.26387144
ENSG00000100097.12,LGALS1,-0.773634469,9.848333442,-1.080436822,0.280954448,0.477930482,-5.639739649,0.673161712,-0.150267755,8.787603348,-0.285335649,0.77643749,0.964170682,-5.001084392,0.442348927,0.240301302,7.747529192,0.621103642,0.535230471,0.67493715,-5.985609739,0.269664693
ENSG00000100099.21,HPS4,-0.827323518,3.566506593,-2.322663928,0.020973877,0.149484178,-3.458306274,0.557752728,-0.555274256,3.256385468,-1.563008504,0.123672727,0.911241318,-4.348568566,0.453700326,-0.700979125,2.59627535,-2.442702,0.015435807,0.061326488,-3.180602819,0.271262939
ENSG00000100100.13,PIK3IP1,-0.983710023,5.045089846,-1.708359342,0.088769796,0.272643752,-4.719241491,0.385025541,-0.253806665,5.167054659,-0.423931139,0.673236638,0.945234567,-4.951257737,0.406761215,-0.715101144,3.649446553,-1.898355953,0.059072434,0.148466518,-4.428530674,0.275277968
ENSG00000100104.13,SRRD,-0.598380765,3.420171002,-1.624784197,0.105426869,0.294008942,-4.736304313,0.520369656,-0.171699388,2.828450608,-0.441753977,0.66036486,0.94291149,-4.834463502,0.567101804,-0.843054178,2.481962277,-3.056730888,0.002539609,0.020535735,-1.646112512,0.373793185
ENSG00000100105.18,PATZ1,-0.533114112,3.876049386,-0.922462663,0.357147263,0.544806694,-5.624941049,0.397402527,0.144594022,4.523017009,0.41747213,0.677926008,0.945678146,-4.940527364,0.514997786,-0.377570083,4.030113983,-1.414042824,0.158886088,0.294641354,-5.224726834,0.268572198
ENSG00000100106.22,TRIOBP,-1.191541358,4.188085525,-2.909308809,0.003937434,0.085215069,-2.074712457,0.450157149,0.56183494,4.82062802,1.347503445,0.183233499,0.911241318,-4.498555314,0.391657289,-0.584456154,3.645011316,-2.053585015,0.041301965,0.117963083,-4.145984072,0.252928797
ENSG00000100109.17,TFIP11,-1.033753187,4.394180434,-2.635650463,0.008905098,0.111611526,-2.796242328,0.569384737,-0.235961122,3.405241725,-0.560463025,0.577394432,0.928879289,-4.854900312,0.673233825,-1.437452443,3.626532747,-4.060022547,7.01E-05,0.003837398,1.463532971,0.281762338
ENSG00000100116.17,GCAT,0.941094995,4.227344979,1.886348248,0.060368645,0.226524617,-4.457152959,0.453572904,0.985501783,4.30627124,1.718189145,0.091275457,0.911241318,-4.201352627,0.488368761,0.770515838,5.627277226,1.818522309,0.070462844,0.16677518,-4.637727468,0.26747789
ENSG00000100124.15,ANKRD54,0.067382896,4.099664797,0.240560694,0.810086245,0.883162453,-6.06665116,0.645321962,0.212926383,4.155778116,0.752104196,0.455131445,0.911241318,-4.824621175,0.426346947,0.119220927,3.678085249,0.589861669,0.555941495,0.690313054,-6.009587988,0.368230805
ENSG00000100129.18,EIF3L,-1.359738441,6.213600979,-2.80692166,0.005382578,0.095280814,-2.441468138,0.703153271,-0.255772939,5.851658242,-0.478557658,0.634112604,0.936239319,-4.946240603,0.399179499,-1.882385238,5.083524825,-4.22848508,3.56E-05,0.002972631,2.052406044,0.329169109
ENSG00000100138.15,SNU13,0.46633982,7.062133626,1.749707308,0.081355167,0.261123997,-4.749841072,0.626768816,0.213798882,6.70241275,0.793521161,0.430816712,0.911241318,-4.839678221,0.418634706,0.188516064,6.260006573,0.964244414,0.336074364,0.49280919,-5.770289651,0.271823991
ENSG00000100139.13,MICALL1,0.148461184,6.591340351,0.350675681,0.726117205,0.829506298,-6.153520581,0.618192872,-0.537672989,3.941610149,-1.129412908,0.263528306,0.911241318,-4.628590543,0.594806539,-0.423548329,3.195756363,-1.564608167,0.119237389,0.240930617,-4.9476794,0.319628064
ENSG00000100142.16,POLR2F,0.546207106,4.103136165,1.830547073,0.068319146,0.23935066,-4.531885314,0.393851237,0.198051242,3.72163796,0.742672771,0.460777368,0.911241318,-4.814756557,0.405348001,0.264516156,4.432502913,1.205895399,0.229265998,0.378746074,-5.513007197,0.253497926
ENSG00000100151.16,PICK1,-0.544050523,4.021278729,-1.701776966,0.089999205,0.274364923,-4.677239797,0.722940631,0.237626573,4.174175536,0.816566353,0.41762918,0.911241318,-4.798138777,0.402785877,0.211383304,3.824775369,0.999420769,0.318784571,0.475371552,-5.707538947,0.517854628
ENSG00000100162.15,CENPM,0.254518688,4.658472362,0.433931988,0.66469968,0.786764388,-6.05847384,0.467905378,0.231801028,2.302515537,0.421828573,0.674761723,0.945678146,-4.790634886,0.584141626,0.502282963,2.816608813,0.983644832,0.326464859,0.482896836,-5.657641005,0.254805124
ENSG00000100196.11,KDELR3,-1.936536626,4.873951935,-2.26456963,0.02436745,0.15597552,-3.605927933,0.382328258,0.755462174,5.027955427,1.250104779,0.21644923,0.911241318,-4.5677182,0.396663105,0.471359604,4.45268599,0.896759844,0.370912753,0.527704902,-5.827457602,0.374207744
ENSG00000100201.23,DDX17,-0.534613039,6.722062571,-1.579846009,0.115364667,0.305923494,-5.010236705,0.459010997,-0.505082077,6.78226139,-1.104758322,0.273978532,0.911241318,-4.670398816,0.387161299,-0.735224967,6.065840821,-3.137397464,0.001958841,0.018069816,-1.583709097,0.302078387
ENSG00000100207.20,TCF20,-0.652172362,5.116751144,-1.406445782,0.160792504,0.359012922,-5.190366894,0.632397004,-0.288260618,3.952106326,-0.75454014,0.453679745,0.911241318,-4.813393743,0.380725311,-0.867790889,3.412089422,-2.794316995,0.005700975,0.032596985,-2.437033593,0.252984628
ENSG00000100209.11,HSCB,0.75245015,4.084767525,2.078591923,0.038641089,0.187546038,-4.083507811,0.406576496,0.366599178,4.07128964,1.236449144,0.22144159,0.911241318,-4.569146864,0.393559436,0.364787264,4.373507365,1.735871157,0.084108875,0.189222293,-4.768793795,0.276228384
ENSG00000100211.10,CBY1,0.285486772,4.11867867,0.859964383,0.390605324,0.573644406,-5.758003409,0.399405786,0.527746215,4.610619129,1.788514437,0.079091323,0.911241318,-4.134937468,0.395450184,0.308069462,3.648242642,1.479348037,0.140602465,0.270095837,-5.132592446,0.253118147
ENSG00000100216.6,TOMM22,0.510604935,6.950513569,1.929917845,0.054710883,0.216951594,-4.434024047,0.559452583,0.176749902,6.448990948,0.674569688,0.502718808,0.920948303,-4.887996928,1.071824596,0.043709751,6.379500426,0.214336877,0.830500205,0.894136002,-6.195229566,0.384547055
ENSG00000100219.16,XBP1,-0.135487293,7.375211717,-0.288167332,0.773449514,0.860224359,-6.177595887,0.631161563,-0.463315104,6.362010671,-1.023819724,0.310313617,0.911241318,-4.716994206,0.387392415,-0.676430668,8.563330474,-3.016104134,0.002888733,0.022022893,-1.882813105,0.264255266
ENSG00000100220.12,RTCB,0.090891535,6.914256468,0.333943242,0.73869307,0.837941659,-6.161913342,0.687573296,0.029820006,6.407426145,0.076958674,0.938930146,0.989569253,-5.017211321,0.893575841,-0.245270591,6.138539055,-1.195283077,0.233375449,0.383608322,-5.535385659,0.25902223
ENSG00000100221.10,JOSD1,-0.330733696,6.222266286,-0.945620889,0.345224825,0.53443082,-5.769933496,0.721666638,-0.163608127,5.107506729,-0.409302975,0.68387536,0.946052873,-4.953999849,0.405960993,-0.825866848,4.81940444,-3.336106738,0.001010796,0.013116805,-0.984223725,0.27025719
ENSG00000100225.18,FBXO7,-0.406661601,5.140574169,-1.579491436,0.115445927,0.305923494,-4.959069848,0.396045721,0.16668292,5.151236754,0.526020563,0.600946603,0.932967715,-4.925507452,0.678941992,-0.769758051,5.184198419,-3.807184695,0.000186277,0.006056164,0.533600091,0.261908577
ENSG00000100226.16,GTPBP1,-0.709224217,4.952023252,-2.10725415,0.036058694,0.18232244,-4.011885211,0.492201238,-0.200808869,4.195275453,-0.547572557,0.58615675,0.93057001,-4.893880975,0.605552946,-0.509099074,3.588963938,-2.115868419,0.035578723,0.106243272,-4.023965208,0.440813781
ENSG00000100227.18,POLDIP3,-0.604186685,6.436992452,-1.951566793,0.052069334,0.213131963,-4.379162323,0.409902331,-0.14614245,5.870439898,-0.374153797,0.709699901,0.952284615,-4.972282512,0.465571169,-0.61712192,5.24648956,-2.571428033,0.010845328,0.04877856,-3.079052979,0.514668664
ENSG00000100234.12,TIMP3,-2.50624535,6.722168224,-2.391785944,0.017481644,0.140640284,-3.4247903,0.394278995,-1.46786794,6.222935273,-2.00217241,0.050107819,0.911241318,-3.915243161,0.482118178,-1.136120491,6.246307108,-3.617021233,0.000376337,0.008172725,-0.105354389,0.333187796
ENSG00000100239.16,PPP6R2,-0.264726597,5.17317932,-0.950400671,0.342796217,0.532298745,-5.726817991,0.475617938,-0.028965711,5.027023983,-0.099385221,0.921186594,0.986116436,-4.997826136,0.456946196,-0.395025611,6.026376701,-1.644234387,0.101680542,0.216691154,-4.927192987,0.37539734
ENSG00000100241.21,SBF1,-0.57666622,5.514513892,-1.445025916,0.149661426,0.347211736,-5.169009673,0.519175928,-0.16384488,5.134628949,-0.458549057,0.648328973,0.939915907,-4.942500298,0.41870118,-0.998195705,3.760359019,-2.942196481,0.003639166,0.025170338,-2.071910999,0.260361337
ENSG00000100242.15,SUN2,-1.806347503,5.471168379,-3.446710303,0.000662139,0.04688675,-0.556951326,0.622855559,-0.432772199,4.796158049,-0.966174656,0.338102174,0.911241318,-4.734812664,0.41342764,-1.746471472,4.974213151,-4.671090854,5.46E-06,0.001245229,3.771954135,0.29166103
ENSG00000100243.21,CYB5R3,-1.128204215,7.024945693,-3.153216459,0.001805386,0.068301205,-1.505881988,0.495639985,0.206172765,7.367080605,0.475588126,0.636213923,0.937229694,-4.959904188,0.6750054,-0.703897944,6.809696672,-2.640127482,0.008933661,0.042975137,-2.90828602,0.305555016
ENSG00000100246.13,DNAL4,-0.53802333,4.451965244,-1.278874864,0.202087735,0.401458325,-5.309949363,0.601894742,0.316339616,4.915014759,0.932801982,0.354918299,0.911241318,-4.756850309,0.409779579,-0.215138378,3.402585237,-0.940012522,0.348331934,0.505022602,-5.72416088,0.273141159
ENSG00000100258.18,LMF2,-0.355868772,6.838526403,-1.101137288,0.271860925,0.469184796,-5.627667554,0.617511309,0.133430813,6.707489258,0.421205063,0.675214247,0.945678146,-4.970452469,0.39476061,-0.274149962,6.423068882,-1.211147987,0.227251321,0.376362916,-5.512929441,0.253016483
ENSG00000100263.14,RHBDD3,-0.111492848,4.731835717,-0.303951083,0.761409619,0.852011376,-6.092460341,0.495244563,-0.081484027,4.103578067,-0.227271048,0.821038918,0.971924153,-4.958703074,0.552829784,-0.18363302,4.570051407,-0.758124203,0.449258701,0.600443274,-5.933543633,0.368417226
ENSG00000100266.19,PACSIN2,-0.778005243,5.72388262,-2.398008887,0.017193962,0.139420805,-3.43662357,0.476923848,0.438829353,6.477721054,1.104899771,0.273917759,0.911241318,-4.670059845,0.451757784,-0.582808043,5.523534693,-2.070317685,0.039692051,0.114974334,-4.175083619,0.360923201
ENSG00000100280.16,AP1B1,-0.297319927,6.461259085,-1.081203172,0.280614138,0.477615956,-5.643593059,0.598051562,-0.221647367,6.010364685,-0.570136575,0.570860696,0.928506471,-4.920376364,0.412921216,-0.43781718,5.277574096,-2.022789921,0.044410711,0.123305453,-4.26585242,0.266369569
ENSG00000100281.14,HMGXB4,-0.94390563,4.081308823,-1.953315366,0.051860742,0.213015815,-4.224067393,0.542659995,-0.40327778,2.901074919,-1.023651276,0.310392499,0.911241318,-4.649541636,0.442341748,-0.929515319,2.581261855,-2.732132536,0.006849099,0.036458981,-2.482568338,0.321027325
ENSG00000100284.21,TOM1,-0.129998763,5.418848851,-0.40964099,0.682408487,0.798985737,-6.096562012,0.715964165,0.037044017,5.349582587,0.094900129,0.924732204,0.986165867,-5.003973331,0.573608931,-0.001047252,5.563380905,-0.004714562,0.996242983,0.997568879,-6.225962274,0.277657537
ENSG00000100290.3,BIK,0.792441364,4.5923585,1.078730661,0.281713107,0.478585253,-5.606629809,0.414842924,1.021092388,2.189171147,1.682558126,0.098017225,0.911241318,-4.317142502,0.411050534,0.553652397,1.48832553,1.043452272,0.297983898,0.453237034,-5.299203544,0.263285211
ENSG00000100292.18,HMOX1,-0.937936328,5.697936682,-1.617659672,0.106955214,0.296424784,-4.903956843,0.392252298,-0.507159965,7.21942058,-0.533501724,0.595793122,0.931840501,-4.941454571,0.582970145,-0.476713217,5.685462522,-1.071533001,0.285206226,0.439932331,-5.671808387,0.366587396
ENSG00000100294.13,MCAT,0.725280775,4.443879026,2.579687747,0.010441811,0.116798768,-3.005466043,0.466597172,0.59401893,4.80883483,1.986804956,0.051834376,0.911241318,-3.940120882,0.391729896,0.347971731,4.2898579,1.59709769,0.111804427,0.230960605,-4.985345728,0.253578138
ENSG00000100296.14,THOC5,-0.168272511,3.771695569,-0.538948452,0.590386154,0.735060709,-5.9089422,0.667766821,-0.068665927,3.344752833,-0.233774533,0.816010731,0.971924153,-4.917959974,0.710612916,-0.121004979,3.007400605,-0.534889253,0.593313738,0.721403946,-5.974493355,0.256178857
ENSG00000100297.16,MCM5,-0.791736188,5.745634474,-1.500538633,0.134695034,0.329941637,-5.089918161,0.495355031,-0.046681124,4.086982594,-0.113587073,0.90997052,0.986116436,-4.968477957,0.409942187,-0.191146122,4.263478558,-0.500972007,0.61693535,0.740088596,-6.077584273,0.362717316
ENSG00000100299.18,ARSA,-0.671260083,5.16135432,-1.839632131,0.066968606,0.236928734,-4.52605171,0.48620908,-0.157447966,5.273741357,-0.427775835,0.670451477,0.944462375,-4.952608049,0.680010007,-0.039901077,5.42398906,-0.147582442,0.882819266,0.929147844,-6.2147485,0.301930107
ENSG00000100300.18,TSPO,0.590907543,8.718503229,1.736115447,0.083734622,0.264909656,-4.759208346,0.684962948,0.25324431,7.705628384,0.69764307,0.488280912,0.914225091,-4.884521032,0.399175135,-0.216070334,6.239922814,-0.547052326,0.584945598,0.714585643,-6.077482129,0.451556834
ENSG00000100304.13,TTLL12,-0.193163069,6.763261503,-0.421434972,0.673787622,0.792758086,-6.126207071,0.697560541,0.250909117,4.737036204,0.646564633,0.520549438,0.92437326,-4.878604443,0.380380874,-0.362540535,4.931403155,-1.295608271,0.19658653,0.341136347,-5.410024353,0.275655782
ENSG00000100307.13,CBX7,-1.22847641,2.776186138,-1.540207012,0.124732805,0.317272682,-4.70423457,0.441608614,-0.402298174,3.948778453,-0.766525408,0.446576314,0.911241318,-4.80727849,0.394938438,-0.743905733,3.124195015,-2.611541833,0.009688876,0.045415084,-2.868571452,0.456074166
ENSG00000100311.17,PDGFB,-1.147258658,4.091408752,-1.616197254,0.107271104,0.2967821,-4.767147596,0.432873094,-0.902768386,3.893379453,-1.674087721,0.099678645,0.911241318,-4.253086652,0.391836048,-0.926677951,3.238124863,-2.599925884,0.010011804,0.046491865,-2.891114596,0.275836377
ENSG00000100316.16,RPL3,0.517065471,10.05875731,1.718755122,0.086855905,0.269621784,-4.769116841,0.570163422,0.004163223,10.22383934,0.013259546,0.98946775,0.998247006,-5.010649597,0.593094241,0.001915409,9.710911457,0.00857761,0.993164592,0.996193076,-6.075407426,0.263345375
ENSG00000100319.13,ZMAT5,0.123564728,3.112399373,0.359185649,0.719749359,0.826149895,-5.939182597,0.683267595,0.288835929,3.174391342,0.94878579,0.346797634,0.911241318,-4.706518717,0.398675553,-0.128109948,3.195260262,-0.594582999,0.552786504,0.687923029,-5.964042692,0.370436843
ENSG00000100320.23,RBFOX2,-1.059591773,4.964100494,-2.416550478,0.016361413,0.136226272,-3.34398991,0.461330623,-0.297182615,4.041834612,-0.653775523,0.515926528,0.924193901,-4.853650089,0.92483546,-1.126945666,3.534192855,-3.780564148,0.000205888,0.006302739,0.494210553,0.378661608
ENSG00000100321.15,SYNGR1,-0.003133709,2.645423204,-0.0041545,0.996688402,0.998148199,-5.913899687,0.671291014,1.138726455,3.944599885,1.782507526,0.080076088,0.911241318,-4.148997219,0.530495874,-0.298206144,1.815203757,-0.517774775,0.605181043,0.731001705,-5.652132797,0.368090492
ENSG00000100324.14,TAB1,-0.612747774,4.588091188,-1.975176861,0.049311646,0.208337296,-4.247130667,0.523420955,0.02728303,4.61743524,0.096420052,0.92353048,0.986116436,-4.988095266,0.696202648,-0.482999926,4.188542023,-2.140816437,0.033485205,0.102073779,-4.005743231,0.253184641
ENSG00000100325.15,ASCC2,-0.496447277,5.812829873,-2.091005275,0.037503887,0.185563277,-4.097719183,0.400895578,-0.122905974,5.063286434,-0.465097225,0.643661569,0.939915907,-4.939815647,0.376108944,-0.053892162,5.22325653,-0.292995052,0.769826188,0.854140485,-6.182201959,0.405547903
ENSG00000100335.15,MIEF1,-0.160972522,4.583988765,-0.491165942,0.623725722,0.759021893,-6.006509896,0.679329999,-0.086139244,4.275374363,-0.230510301,0.818533522,0.971924153,-4.964477732,0.449535086,-0.657566026,4.014396719,-2.914066829,0.003968937,0.026437519,-2.174352039,0.588278404
ENSG00000100342.21,APOL1,0.825800938,8.045730944,0.982244852,0.326897432,0.517479692,-5.746936358,0.381965589,0.011968485,6.725008349,0.013862579,0.988988783,0.998247006,-5.021959729,0.449803956,-0.219917189,7.216650652,-0.698881685,0.48542849,0.63221456,-5.964178401,0.284491971
ENSG00000100345.22,MYH9,-1.5254019,9.400428816,-3.074130219,0.002337283,0.072570178,-1.740178579,0.392503624,-0.349767192,8.083123437,-0.821271628,0.414966929,0.911241318,-4.829953973,0.377675008,-1.200652384,7.625943427,-4.275846353,2.93E-05,0.002733769,2.225926807,0.369424779
ENSG00000100347.15,SAMM50,0.120937885,4.596161197,0.5045398,0.6143118,0.752964776,-6.016544034,0.58354155,0.317273539,4.353481293,1.080585872,0.28450342,0.911241318,-4.667882442,0.563616196,-0.119676119,4.433340465,-0.485682088,0.627718081,0.748286055,-6.092980829,0.365469891
ENSG00000100348.10,TXN2,0.702247924,7.113391559,2.907828352,0.00395552,0.085215069,-2.206557922,0.420439478,0.255763842,7.319487449,0.988959654,0.326927863,0.911241318,-4.742183543,0.413118682,0.152093324,7.251333172,0.900390178,0.368983002,0.525895997,-5.802173752,0.253109214
ENSG00000100350.15,FOXRED2,-1.307525379,4.479558518,-1.579046574,0.115547944,0.305923494,-4.850948936,0.468742207,-0.76233926,3.334607989,-1.426170732,0.159358566,0.911241318,-4.439874975,0.422761253,-0.65767825,4.079304049,-1.749603233,0.081702813,0.18553589,-4.714538929,0.255167547
ENSG00000100353.18,EIF3D,0.471829222,7.718411917,1.993683859,0.047237113,0.20457877,-4.314065519,0.465233406,0.105814359,7.121261002,0.33476799,0.739048165,0.956804114,-4.992352633,0.38523083,-0.07315832,6.65685723,-0.300688349,0.763960881,0.850205595,-6.168878469,0.274520254
ENSG00000100364.19,KIAA0930,0.16773548,6.142509015,0.492327874,0.622905345,0.758263768,-6.088968494,0.708998519,-0.582488688,5.037071151,-1.396320164,0.168116977,0.911241318,-4.462322308,0.379465264,0.088973418,4.372034686,0.298363942,0.76573157,0.851120137,-6.16555588,0.491689986
ENSG00000100365.16,NCF4,-1.018346161,3.443537489,-1.442345606,0.150415115,0.348189011,-4.93950198,0.589827222,-1.002856202,3.3631989,-1.41689061,0.16204264,0.911241318,-4.44729931,0.379877767,0.034881278,2.449793112,0.09796251,0.922059034,0.953295152,-6.003446166,0.265751315
ENSG00000100372.15,SLC25A17,-0.195739932,4.475056145,-0.654582992,0.513318123,0.675485679,-5.905906258,0.670775515,-0.101984696,3.832722648,-0.344731504,0.731584869,0.954543014,-4.929315547,0.607746863,-0.215468254,3.838094437,-1.173628224,0.24192355,0.393037911,-5.516161607,0.263540558
ENSG00000100376.12,FAM118A,0.11947204,3.212041008,0.32731624,0.743693555,0.841152551,-5.961235385,0.711999988,-0.554537698,2.314483158,-1.202781855,0.234110868,0.911241318,-4.557617322,0.395371565,0.080782644,2.329119195,0.258903482,0.795972899,0.871052925,-5.959366098,0.258113631
ENSG00000100379.17,KCTD17,-1.422388418,3.961037503,-2.238299137,0.026053081,0.161099251,-3.612967889,0.484947331,-0.228451065,3.34339863,-0.334438672,0.739295281,0.956886255,-4.900423077,0.416002749,0.565515565,2.750073508,1.153317174,0.250140755,0.401316053,-5.470747421,0.390091612
ENSG00000100380.14,ST13,-0.132691679,7.377771513,-0.436207279,0.663050339,0.785830264,-6.125790347,0.583037301,-0.254318247,7.418908017,-0.670635821,0.505203309,0.921133942,-4.894678283,0.39449875,-0.551954394,7.39006494,-2.740134966,0.006690449,0.035939474,-2.645819884,0.254148396
ENSG00000100385.14,IL2RB,-1.60337352,3.765044853,-1.576691028,0.116089312,0.306493665,-4.722124843,0.413125563,-2.003622828,2.333320659,-1.89420431,0.063355712,0.911241318,-4.303791662,0.418139839,-0.571538416,1.760476022,-1.285729564,0.200006921,0.345143868,-4.986752418,0.275166907
ENSG00000100387.9,RBX1,0.511064987,5.981992292,1.73376893,0.084151095,0.26573484,-4.766833048,0.395854898,0.345295996,5.439412595,1.207985886,0.232118791,0.911241318,-4.598501919,0.484708554,0.235266877,5.030366773,1.21349077,0.226356837,0.3751037,-5.514352429,0.480950508
ENSG00000100393.14,EP300,-1.565059377,4.862532381,-2.40980267,0.016660185,0.137315923,-3.320609222,0.458334418,-0.633837434,4.186847498,-1.401998916,0.166422788,0.911241318,-4.455420818,0.386695884,-1.13431058,3.41408624,-3.117847317,0.002087064,0.018584179,-1.542156647,0.300938375
ENSG00000100395.15,L3MBTL2,-0.111774108,3.841858433,-0.372080464,0.710137707,0.819405731,-5.993522736,0.616689602,-0.040894719,3.817151012,-0.128463532,0.898241434,0.983981007,-4.956348829,0.383623477,0.079753485,3.550244437,0.435331969,0.663785476,0.777033365,-6.076332393,0.281214596
ENSG00000100401.20,RANGAP1,0.390676152,7.148610252,1.292695962,0.197270184,0.39657984,-5.414400252,0.455875711,-0.082671454,5.26742695,-0.234211999,0.815672779,0.971924153,-4.989180352,0.396108898,0.058946447,5.797877202,0.213791441,0.830924971,0.894165772,-6.202611801,0.291013485
ENSG00000100403.12,ZC3H7B,-1.08225076,5.236349742,-2.575422246,0.010568146,0.117030298,-2.987578668,0.393736954,-0.035330295,5.097325974,-0.088435449,0.929845426,0.986984135,-4.999731889,0.429972413,-0.993926514,4.454698656,-3.362968391,0.000922116,0.012515716,-0.891289441,0.328662424
ENSG00000100410.8,PHF5A,-0.050270581,6.544795151,-0.157800294,0.874737331,0.923350541,-6.19770622,0.656541314,-0.029947398,5.280433287,-0.092851229,0.926352441,0.986189485,-5.002786723,0.583419937,-0.275172359,5.388417573,-1.278278349,0.20261564,0.347660834,-5.437844273,0.25337286
ENSG00000100412.17,ACO2,-1.21733676,4.457361376,-2.824918039,0.005097993,0.093796358,-2.310852851,0.391614711,0.292222246,5.140833921,0.527004245,0.600267803,0.932967715,-4.925229469,0.375716535,-1.302306378,3.884508685,-3.951371424,0.00010732,0.004688527,1.068319419,0.470487999
ENSG00000100413.17,POLR3H,-0.291990923,3.526794076,-1.011867991,0.312547126,0.504905505,-5.528064514,0.395103427,-0.246883545,2.868672599,-0.743449526,0.460310866,0.911241318,-4.758014023,0.694857617,-0.436529192,2.566755598,-1.777974244,0.076909877,0.177535617,-4.494306877,0.284496797
